source_AGI,target_AGI,type,n_mentions,pubmedID,source_symbol,target_symbol
AT5G61420,AT2G42200,GRN_represses,1,33371265,MYB28,SPL9
AT1G07890,AT5G59820,GRN_activates,1,37223787,APX1,ZAT12
AT5G59820,AT4G25490,GRN_represses,1,36880407,ZAT12,DREB1B
AT3G55560,AT4G28520,GRN_activates,1,34828269,AHL15,CRC
AT4G08150,AT4G28520,GRN_regulates,1,34828269,KNAT1,CRC
AT4G40060,AT4G28520,GRN_regulates,1,34828269,ATHB-16,CRC
AT5G23060,AT4G25490,GRN_regulates,1,29163623,CAS,DREB1B
AT5G23060,AT4G25470,GRN_regulates,1,29163623,CAS,DREB1C
AT4G25470,AT4G31500,GRN_represses,1,28983312,DREB1C,CYP83B1
AT4G25470,AT4G24960,GRN_activates,1,28983312,DREB1C,HVA22D
AT2G32460,AT2G39700,GRN_regulates,1,33578704,MYB101,EXPA4
AT5G02760,AT5G45890,GRN_represses,1,29270180,,SAG12
AT1G79680,AT2G36270,GRN_activates,1,34063046,WAKL10,ABI5
AT1G79680,AT1G69530,GRN_represses,1,34063046,WAKL10,ATEXPA1
AT1G79680,AT3G29030,GRN_represses,1,34063046,WAKL10,EXPA5
AT1G79680,AT2G28950,GRN_represses,1,34063046,WAKL10,EXPA6
AT1G79680,AT2G40610,GRN_represses,1,34063046,WAKL10,EXPA8
AT1G79680,AT1G26770,GRN_represses,1,34063046,WAKL10,ATEXPA10
AT1G79680,AT1G20190,GRN_represses,1,34063046,WAKL10,EXPA11
AT1G79680,AT4G28250,GRN_represses,1,34063046,WAKL10,EXPB3
AT1G79680,AT2G46400,GRN_represses,1,34063046,WAKL10,WRKY46
AT1G79680,AT3G01970,GRN_activates,1,34063046,WAKL10,WRKY45
AT1G79680,AT5G64810,GRN_activates,1,34063046,WAKL10,WRKY51
AT4G14400,AT5G63580,GRN_regulates,1,26442718,ACD6,FLS2
AT5G64570,AT3G26830,GRN_activates,1,35485198,BXL4,CYP71B15
AT2G44745,AT2G14610,GRN_regulates,1,36560786,WRKY12,PR1
AT1G04450,AT3G51300,GRN_regulates,1,25295042,RIC3,ARAC11
AT1G11000,AT2G41100,GRN_regulates,1,34073116,MLO4,CML12
AT2G37040,AT3G44750,GRN_activates,1,31337083,PAL1,HDT1
AT5G01040,AT3G44750,GRN_activates,1,31337083,LAC8,HDT1
AT5G03170,AT3G44750,GRN_activates,1,31337083,FLA11,HDT1
AT5G60490,AT3G44750,GRN_activates,1,31337083,FLA12,HDT1
AT2G38470,AT4G18780,GRN_represses,1,35720609,WRKY33,CESA8
AT5G53450,AT4G25490,GRN_regulates,1,33922967,PAP14,DREB1B
AT3G16770,AT3G45140,GRN_represses,1,32052059,RAP2-3,LOX2
AT3G16770,AT3G25770,GRN_represses,1,32052059,RAP2-3,AOC2
AT3G16770,AT1G72520,GRN_activates,1,32052059,RAP2-3,LOX4
AT3G16770,AT3G25760,GRN_activates,1,32052059,RAP2-3,AOC1
AT3G16770,AT1G72450,GRN_activates,1,32052059,RAP2-3,TIFY11B
AT3G16770,AT1G32640,GRN_activates,1,32052059,RAP2-3,MYC2
AT1G72520,AT3G16770,GRN_regulates,1,32052059,LOX4,RAP2-3
AT3G25760,AT3G16770,GRN_regulates,1,32052059,AOC1,RAP2-3
AT1G72450,AT3G16770,GRN_regulates,1,32052059,TIFY11B,RAP2-3
AT1G04240,AT4G14560,GRN_regulates,1,19213814,SHY2,IAA1
AT1G04240,AT5G43700,GRN_regulates,1,19213814,SHY2,IAA4
AT1G04240,AT1G04250,GRN_regulates,1,19213814,SHY2,IAA17
AT5G37020,AT1G04240,GRN_regulates,1,19213814,ARF8,SHY2
AT3G19040,AT2G46830,GRN_regulates,1,28690840,TAF1,CCA1
AT5G62470,AT2G46830,GRN_regulates,1,26725725,MYB96,CCA1
AT2G46830,AT5G62470,GRN_regulates,1,26725725,CCA1,MYB96
AT1G69490,AT1G45249,GRN_represses,1,33711917,NAC029,ABF2
AT1G69490,AT4G18350,GRN_regulates,1,33081330,NAC029,NCED2
AT4G27410,AT1G52890,GRN_activates,1,34361053,RD26,NAC019
AT4G27410,AT3G15500,GRN_activates,1,34361053,RD26,NAC055
AT4G27410,AT3G29035,GRN_activates,1,34361053,RD26,NAC59
AT5G59220,AT2G38530,GRN_activates,1,29891679,SAG113,LTP2
AT5G39610,AT2G38530,GRN_activates,1,29891679,NAC92,LTP2
AT5G03260,AT1G32770,GRN_regulates,1,32377350,LAC11,NAC012
AT1G02900,AT3G13920,GRN_activates,1,30339663,RALF1,EIF4A1
AT4G36110,AT3G51800,GRN_activates,1,30339663,,ATG2
AT1G02900,AT2G13790,GRN_represses,1,29028796,RALF1,SERK4
AT1G32640,AT5G13800,GRN_activates,1,34579353,MYC2,PPH
AT2G06050,AT1G06230,GRN_represses,1,36372880,OPR3,GTE4
AT1G06230,AT1G49950,GRN_regulates,1,36372880,GTE4,TRB1
AT5G17220,AT4G09820,GRN_regulates,1,31637846,GSTF12,TT8
AT4G32280,AT5G20730,GRN_represses,1,27432188,IAA29,NPH4
AT3G59060,AT3G15540,GRN_regulates,1,27432188,PIF5,IAA19
AT1G32770,AT4G18780,GRN_activates,1,26178734,NAC012,CESA8
AT4G36990,AT3G51910,GRN_represses,1,36704159,HSFB1,HSFA7A
AT3G57260,AT1G75040,GRN_activates,1,34828320,BGL2,PR5
AT5G25110,AT2G47520,GRN_activates,1,32053194,CIPK25,ERF071
AT5G25110,AT2G26650,GRN_activates,1,32053194,CIPK25,AKT1
AT5G37020,AT1G68840,GRN_activates,1,21589905,ARF8,RAV2
AT5G47220,AT1G32640,GRN_activates,1,21595873,ERF2,MYC2
AT1G44575,AT3G22840,GRN_activates,1,19171025,PSBS,ELIP1
AT2G46680,AT3G55990,GRN_activates,1,21073700,ATHB-7,ESK1
AT3G61890,AT3G55990,GRN_activates,1,21073700,ATHB-12,ESK1
AT1G80840,AT5G47220,GRN_regulates,1,23293646,WRKY40,ERF2
AT3G52450,AT3G25250,GRN_activates,1,32268496,PUB22,OXI1
AT2G35930,AT3G25250,GRN_activates,1,32268496,PUB23,OXI1
AT3G11840,AT3G25250,GRN_activates,1,32268496,PUB24,OXI1
AT5G07580,AT1G02205,GRN_regulates,1,34764971,ERF106,CER1
AT5G07580,AT5G57800,GRN_regulates,1,34764971,ERF106,CER3
AT4G16860,AT4G18780,GRN_regulates,1,23048131,RPP4,CESA8
AT1G62990,AT4G18780,GRN_activates,1,34795688,KNAT7,CESA8
AT4G34530,AT1G68050,GRN_regulates,1,25684830,BHLH63,ADO3
AT5G60910,AT4G09960,GRN_represses,1,20144217,AGL8,STK
AT2G20610,AT1G32640,GRN_represses,1,24098147,SUR1,MYC2
AT1G01120,AT4G35450,GRN_represses,1,31350932,KCS1,AKR2
AT1G69530,AT4G35450,GRN_activates,1,31350932,ATEXPA1,AKR2
AT1G68530,AT4G35450,GRN_activates,1,31350932,CUT1,AKR2
AT4G09820,AT5G08640,GRN_regulates,1,35873979,TT8,FLS1
AT2G36270,AT2G46680,GRN_activates,1,37108512,ABI5,ATHB-7
AT2G36270,AT4G33150,GRN_regulates,1,37108512,ABI5,
AT3G50820,AT3G01480,GRN_represses,1,26483802,PSBO2,CYP38
AT4G37930,AT3G48100,GRN_activates,1,26623515,SHM1,ARR5
AT5G64900,AT5G42650,GRN_activates,1,28973025,PEP1,CYP74A
AT5G07100,AT2G14610,GRN_regulates,1,35270037,WRKY26,PR1
AT5G12870,AT1G05010,GRN_represses,1,31675430,MYB46,ACO4
AT2G36270,AT4G11910,GRN_activates,1,27021284,ABI5,SGR2
AT5G27420,AT4G23810,GRN_regulates,1,24399238,ATL31,WRKY53
AT4G16860,AT2G46830,GRN_regulates,1,21293378,RPP4,CCA1
AT5G67030,AT1G20440,GRN_represses,1,27845361,ZEP,COR47
AT5G67030,AT5G20150,GRN_represses,1,27845361,ZEP,SPX1
AT3G62030,AT5G67030,GRN_represses,1,27845361,ROC4,ZEP
AT5G48650,AT1G21250,GRN_activates,1,30456348,,WAK1
AT5G48650,AT5G26920,GRN_activates,1,30456348,,CBP60G
AT5G48650,AT1G73805,GRN_activates,1,30456348,,SARD1
AT5G48650,AT5G22570,GRN_activates,1,30456348,,WRKY38
AT5G48650,AT3G57260,GRN_activates,1,30456348,,BGL2
AT5G48650,AT3G52430,GRN_activates,1,30456348,,PAD4
AT3G17980,AT2G14610,GRN_activates,1,35886893,CAR4,PR1
AT2G14610,AT3G17980,GRN_activates,1,35886893,PR1,CAR4
AT3G14440,AT3G59060,GRN_regulates,1,28062593,NCED3,PIF5
AT4G19170,AT3G59060,GRN_regulates,1,28062593,CCD4,PIF5
AT2G36270,AT3G59060,GRN_regulates,1,28062593,ABI5,PIF5
AT5G20410,AT4G31780,GRN_activates,1,27114097,MGD2,MGD1
AT2G44950,AT5G22880,GRN_activates,1,21487388,HUB1,H2B
AT1G55250,AT5G22880,GRN_activates,1,21487388,HUB2,H2B
AT1G69120,AT2G28305,GRN_represses,1,25505480,AP1,LOG1
AT4G26740,AT4G10310,GRN_represses,1,37514260,PXG1,HKT1
AT5G25890,AT1G70690,GRN_regulates,1,31953391,IAA28,CRRSP2
AT1G70690,AT1G04240,GRN_regulates,1,31953391,CRRSP2,SHY2
AT2G27230,AT3G11940,GRN_activates,1,36339262,LHW,RPS5B
ATMG01190,AT3G22300,GRN_represses,1,31732734,ATP1,RPS10
ATMG00290,AT3G22300,GRN_activates,1,31732734,RPS4,RPS10
ATMG00070,AT3G22300,GRN_activates,1,31732734,NAD9,RPS10
ATMG00210,AT3G22300,GRN_activates,1,31732734,RPL5,RPS10
AT4G26200,AT5G05410,GRN_activates,1,21765163,ACS7,DREB2A
AT4G26200,AT5G52310,GRN_activates,1,21765163,ACS7,RD29A
AT4G26200,AT5G52300,GRN_activates,1,21765163,ACS7,LTI65
AT4G26200,AT5G66400,GRN_activates,1,21765163,ACS7,RAB18
AT4G26200,AT1G32640,GRN_activates,1,21765163,ACS7,MYC2
AT4G26200,AT5G25610,GRN_activates,1,21765163,ACS7,RD22
AT4G36990,AT4G26200,GRN_activates,1,21765163,HSFB1,ACS7
AT1G72260,AT1G14520,GRN_activates,1,24117492,THI2.1,MIOX1
AT2G38470,AT2G14610,GRN_represses,1,18570649,WRKY33,PR1
AT2G01950,AT5G13790,GRN_regulates,1,36499403,BRL2,AGL15
AT2G13790,AT5G13790,GRN_regulates,1,36499403,SERK4,AGL15
AT5G13790,AT2G13790,GRN_represses,1,36499403,AGL15,SERK4
AT4G13250,AT3G24650,GRN_regulates,1,30634648,NYC1,ABI3
AT4G13250,AT2G36270,GRN_regulates,1,30634648,NYC1,ABI5
AT4G13250,AT1G45249,GRN_regulates,1,30634648,NYC1,ABF2
AT1G13260,AT5G39610,GRN_activates,1,30634648,RAV1,NAC92
AT1G45249,AT5G39610,GRN_activates,1,30634648,ABF2,NAC92
AT2G36270,AT1G20440,GRN_represses,1,35216467,ABI5,COR47
AT2G36270,AT5G15960,GRN_represses,1,35216467,ABI5,KIN1
AT5G59780,AT3G45140,GRN_represses,1,37298196,MYB59,LOX2
AT5G07200,AT1G06520,GRN_activates,1,33466786,GA20OX3,GPAT1
AT1G30040,AT1G06520,GRN_activates,1,33466786,GA2OX2,GPAT1
AT1G68570,AT1G06520,GRN_activates,1,33466786,NPF3.1,GPAT1
AT3G63010,AT1G06520,GRN_activates,1,33466786,GID1B,GPAT1
AT1G02640,AT1G06520,GRN_represses,1,33466786,BXL2,GPAT1
AT3G20580,AT1G06520,GRN_represses,1,33466786,COBL10,GPAT1
AT5G63580,AT1G06520,GRN_represses,1,33466786,FLS2,GPAT1
AT3G44990,AT1G06520,GRN_activates,1,33466786,XTH31,GPAT1
AT2G43050,AT1G06520,GRN_activates,1,33466786,PME16,GPAT1
AT2G03090,AT1G06520,GRN_activates,1,33466786,EXPA15,GPAT1
AT3G08900,AT1G06520,GRN_activates,1,33466786,RGP3,GPAT1
AT1G76930,AT1G06520,GRN_activates,1,33466786,ATEXT4,GPAT1
AT5G58080,AT3G48100,GRN_activates,1,34371661,ARR18,ARR5
AT5G19530,AT1G19850,GRN_activates,1,24672532,ACL5,ARF5
AT3G61890,AT2G46680,GRN_represses,1,36311122,ATHB-12,ATHB-7
AT2G44745,AT2G45660,GRN_activates,1,34071961,WRKY12,SOC1
AT5G51190,AT5G57220,GRN_activates,1,34090466,ERF105,CYP81F2
AT1G77690,AT2G04160,GRN_regulates,1,30941149,LAX3,AIR3
AT5G62230,AT2G46770,GRN_represses,1,30551673,ERL1,NAC043
AT5G62230,AT1G32770,GRN_represses,1,30551673,ERL1,NAC012
AT5G47220,AT4G34410,GRN_represses,1,34451789,ERF2,ERF109
AT5G47220,AT1G74930,GRN_represses,1,34451789,ERF2,ERF018
AT1G48020,AT1G11580,GRN_represses,1,35602950,PMEI1,ATPMEPCRA
AT1G11580,AT4G18350,GRN_activates,1,35602950,ATPMEPCRA,NCED2
AT4G15660,AT1G12110,GRN_represses,1,32537558,GRXS8,NPF6.3
AT4G15660,AT5G50200,GRN_represses,1,32537558,GRXS8,NRT3.1
AT5G64610,AT4G37930,GRN_regulates,1,33013964,HAM1,SHM1
AT5G13800,AT4G22920,GRN_regulates,1,37789484,PPH,SGR1
AT2G45660,AT4G22920,GRN_represses,1,37789484,SOC1,SGR1
AT4G22920,AT4G13250,GRN_activates,1,37789484,SGR1,NYC1
AT2G36270,AT4G38130,GRN_activates,1,31681394,ABI5,HDA19
AT4G38130,AT2G36800,GRN_activates,1,31681394,HDA19,UGT73C5
AT1G62990,AT3G10320,GRN_regulates,1,36305092,KNAT7,
AT3G47340,AT4G18480,GRN_activates,1,24793022,ASN1,CHLI1
AT4G38130,AT2G39730,GRN_regulates,1,29061669,HDA19,RCA
AT4G38130,AT5G22880,GRN_regulates,1,29061669,HDA19,H2B
AT1G69120,AT2G14610,GRN_activates,1,36656049,AP1,PR1
AT1G69120,AT3G57260,GRN_activates,1,36656049,AP1,BGL2
AT1G69120,AT1G75040,GRN_activates,1,36656049,AP1,PR5
AT3G52430,AT2G13810,GRN_regulates,1,32725118,PAD4,ALD1
AT1G29910,AT5G05270,GRN_represses,1,23456246,LHCB1.1,CHI3
AT1G29910,AT5G45820,GRN_represses,1,23456246,LHCB1.1,CIPK20
AT1G52150,AT1G32770,GRN_represses,1,36077531,ATHB-15,NAC012
AT1G52150,AT3G61910,GRN_represses,1,36077531,ATHB-15,NAC066
AT4G09820,AT3G59030,GRN_regulates,1,26752200,TT8,DTX41
AT1G65450,AT2G35980,GRN_activates,1,38266087,,NHL10
AT1G65450,AT3G26830,GRN_activates,1,38266087,,CYP71B15
AT1G65450,AT1G29930,GRN_represses,1,38266087,,LHCB1.3
AT1G65450,AT5G13320,GRN_activates,1,38266087,,PBS3
AT5G59780,AT1G32450,GRN_regulates,1,36388592,MYB59,NPF7.3
AT5G13790,AT2G45660,GRN_regulates,1,27703461,AGL15,SOC1
AT4G25490,AT5G15970,GRN_activates,1,31512008,DREB1B,KIN2
AT4G25470,AT5G15970,GRN_activates,1,31512008,DREB1C,KIN2
AT1G18400,AT5G05690,GRN_regulates,1,36311136,BEE1,CYP90A1
AT3G56400,AT4G35770,GRN_regulates,1,36679059,WRKY70,STR15
AT3G56400,AT2G29350,GRN_regulates,1,36679059,WRKY70,SAG13
AT3G56400,AT1G29930,GRN_regulates,1,36679059,WRKY70,LHCB1.3
ATCG00160,AT4G25230,GRN_activates,1,33825303,RPS2,RIN2
AT3G20250,AT5G05410,GRN_regulates,1,24666827,APUM5,DREB2A
AT3G20250,AT2G42540,GRN_regulates,1,24666827,APUM5,COR15A
AT3G20250,AT5G66400,GRN_regulates,1,24666827,APUM5,RAB18
AT1G52890,AT5G24780,GRN_regulates,1,27135336,NAC019,VSP1
AT1G52890,AT5G42800,GRN_represses,1,27135336,NAC019,DFRA
AT1G52890,AT3G51240,GRN_represses,1,27135336,NAC019,F3H
AT1G52890,AT1G66390,GRN_represses,1,27135336,NAC019,MYB90
AT1G52890,AT4G09820,GRN_represses,1,27135336,NAC019,TT8
AT1G52890,AT1G32640,GRN_regulates,1,27135336,NAC019,MYC2
AT3G15500,AT1G32640,GRN_regulates,1,27135336,NAC055,MYC2
AT4G27410,AT1G32640,GRN_regulates,1,27135336,RD26,MYC2
AT1G69490,AT1G34180,GRN_regulates,1,27135336,NAC029,anac016
AT5G13180,AT2G42540,GRN_regulates,1,27135336,NAC083,COR15A
AT5G13180,AT2G42530,GRN_regulates,1,27135336,NAC083,COR15B
AT3G54180,AT4G09960,GRN_represses,1,33498552,CDKB1-1,STK
AT4G25490,AT2G45660,GRN_regulates,1,23029223,DREB1B,SOC1
AT1G21970,AT2G30570,GRN_activates,1,35620685,NFYB9,PSBW
AT1G21970,AT1G06680,GRN_activates,1,35620685,NFYB9,PSBP1
AT5G62920,AT3G48100,GRN_represses,1,25189593,ARR6,ARR5
AT2G42200,AT1G12110,GRN_regulates,1,32326090,SPL9,NPF6.3
AT3G16470,AT1G12110,GRN_regulates,1,32326090,JAL35,NPF6.3
AT3G23430,AT1G12110,GRN_regulates,1,32326090,PHO1,NPF6.3
AT5G20150,AT5G43350,GRN_represses,1,33137118,SPX1,PHT1-1
AT2G46830,AT4G24450,GRN_regulates,1,30625202,CCA1,GWD2
AT1G07050,AT1G32900,GRN_regulates,1,30625202,,GBSS1
AT2G36270,AT5G06870,GRN_regulates,1,32041112,ABI5,PGIP2
AT4G24470,AT2G36270,GRN_represses,1,32041112,ZIM,ABI5
AT5G62470,AT2G36270,GRN_activates,1,32041112,MYB96,ABI5
AT1G55250,AT4G16890,GRN_regulates,1,24664204,HUB2,SNC1
AT3G13890,AT4G18780,GRN_regulates,1,17329564,MYB26,CESA8
AT3G13890,AT5G17420,GRN_regulates,1,17329564,MYB26,CESA7
AT3G13890,AT2G38080,GRN_regulates,1,17329564,MYB26,IRX12
AT3G08500,AT2G46770,GRN_activates,1,19808805,MYB83,NAC043
AT3G08500,AT3G61910,GRN_activates,1,19808805,MYB83,NAC066
AT1G32770,AT5G01360,GRN_activates,1,26556650,NAC012,TBL3
AT1G32770,AT1G73140,GRN_activates,1,26556650,NAC012,TBL31
AT1G62990,AT1G32770,GRN_regulates,1,18952777,KNAT7,NAC012
AT1G28470,AT2G46770,GRN_regulates,1,18952777,NAC010,NAC043
AT1G62990,AT2G46770,GRN_regulates,1,18952777,KNAT7,NAC043
AT1G28470,AT3G61910,GRN_regulates,1,18952777,NAC010,NAC066
AT1G62990,AT3G61910,GRN_regulates,1,18952777,KNAT7,NAC066
AT5G64750,AT2G26980,GRN_regulates,1,27964784,ABR1,CIPK3
AT3G18130,AT4G17615,GRN_activates,1,22002954,RACK1C,CBL1
AT1G29930,AT3G54500,GRN_represses,1,23818596,LHCB1.3,
AT1G74670,AT1G65450,GRN_regulates,1,26400990,GASA6,
AT2G43060,AT2G38540,GRN_represses,1,34618066,IBH1,LTP1
AT2G43060,AT2G38530,GRN_represses,1,34618066,IBH1,LTP2
AT2G38540,AT5G15580,GRN_activates,1,34618066,LTP1,LNG1
AT2G38530,AT5G15580,GRN_activates,1,34618066,LTP2,LNG1
AT2G38540,AT3G02170,GRN_activates,1,34618066,LTP1,LNG2
AT2G38530,AT3G02170,GRN_activates,1,34618066,LTP2,LNG2
AT3G14440,AT1G35720,GRN_activates,1,20656895,NCED3,ANN1
AT3G08500,AT5G12870,GRN_activates,1,22197883,MYB83,MYB46
AT1G45249,AT4G22920,GRN_activates,1,27373216,ABF2,SGR1
AT1G45249,AT4G13250,GRN_activates,1,27373216,ABF2,NYC1
AT3G14440,AT5G59320,GRN_activates,1,26123657,NCED3,LTP3
AT2G14610,AT5G59320,GRN_represses,1,26123657,PR1,LTP3
AT3G59060,AT5G13930,GRN_represses,1,26259175,PIF5,CHS
AT3G59060,AT3G51240,GRN_represses,1,26259175,PIF5,F3H
AT3G59060,AT4G22880,GRN_represses,1,26259175,PIF5,LDOX
AT3G59060,AT4G09820,GRN_represses,1,26259175,PIF5,TT8
AT3G51240,AT5G13930,GRN_regulates,1,18726614,F3H,CHS
AT1G45249,AT5G05410,GRN_activates,1,22025559,ABF2,DREB2A
AT3G24650,AT1G48130,GRN_regulates,1,14750521,ABI3,PER1
AT4G25490,AT3G50970,GRN_activates,1,18088305,DREB1B,XERO2
AT4G25470,AT3G50970,GRN_activates,1,18088305,DREB1C,XERO2
AT2G43820,AT3G11480,GRN_activates,1,18226820,UGT74F2,BSMT1
AT5G63110,AT5G26920,GRN_regulates,1,34618093,HDA6,CBP60G
AT5G63110,AT1G73805,GRN_regulates,1,34618093,HDA6,SARD1
AT2G18470,AT1G76930,GRN_regulates,1,20009554,PERK4,ATEXT4
AT2G18470,AT1G32640,GRN_regulates,1,20009554,PERK4,MYC2
AT2G18470,AT5G64750,GRN_regulates,1,20009554,PERK4,ABR1
AT3G24650,AT1G13260,GRN_represses,1,32442719,ABI3,RAV1
AT1G18400,AT4G09820,GRN_represses,1,27125220,BEE1,TT8
AT2G30770,AT3G26830,GRN_regulates,1,17573535,CYP71A13,CYP71B15
AT1G12110,AT4G37540,GRN_regulates,1,37185665,NPF6.3,LBD39
AT1G12110,AT5G63160,GRN_regulates,1,37185665,NPF6.3,BT1
AT1G12110,AT3G48360,GRN_regulates,1,37185665,NPF6.3,BT2
AT5G04200,AT1G47710,GRN_represses,1,17028019,AMC9,
AT2G39460,AT3G55280,GRN_activates,1,18566829,RPL23AA,RPL23AB
AT1G32640,AT3G28740,GRN_activates,1,22452854,MYC2,CYP81D11
AT1G56650,AT2G45190,GRN_regulates,1,26530088,MYB75,YAB1
AT3G56400,AT2G14610,GRN_activates,1,18713432,WRKY70,PR1
AT5G47220,AT1G72260,GRN_activates,1,12805630,ERF2,THI2.1
AT1G19850,AT2G01420,GRN_regulates,1,25617434,ARF5,PIN4
AT1G08560,AT3G54340,GRN_regulates,1,11686303,KN,AP3
AT1G07890,AT1G15520,GRN_activates,1,28167043,APX1,ABCG40
AT5G26920,AT5G39670,GRN_regulates,1,29449432,CBP60G,CML46
AT5G26920,AT3G47480,GRN_regulates,1,29449432,CBP60G,CML47
AT3G01970,AT2G29350,GRN_activates,1,28735023,WRKY45,SAG13
AT3G01970,AT5G59220,GRN_activates,1,28735023,WRKY45,SAG113
AT3G01970,AT4G30270,GRN_activates,1,28735023,WRKY45,XTH24
AT1G66350,AT3G01970,GRN_represses,1,28735023,RGL1,WRKY45
AT3G24650,AT3G15670,GRN_activates,1,27457990,ABI3,LEA29
AT1G12110,AT1G77760,GRN_regulates,1,24642706,NPF6.3,NIA1
AT1G12110,AT1G37130,GRN_regulates,1,24642706,NPF6.3,NIA2
AT1G52890,AT5G05410,GRN_regulates,1,30604322,NAC019,DREB2A
AT1G74930,AT1G17420,GRN_regulates,1,20140232,ERF018,LOX3
AT3G19580,AT1G17420,GRN_regulates,1,20140232,AZF2,LOX3
AT2G33770,AT2G38940,GRN_regulates,1,24474629,UBC24,PHT1-4
AT2G38170,AT5G20150,GRN_represses,1,21546457,CAX1,SPX1
AT3G51860,AT5G20150,GRN_represses,1,21546457,CAX3,SPX1
AT2G38170,AT2G45130,GRN_represses,1,21546457,CAX1,SPX3
AT3G51860,AT2G45130,GRN_represses,1,21546457,CAX3,SPX3
AT5G04340,AT3G55120,GRN_activates,1,29675814,ZAT6,CHI1
AT5G04340,AT5G07990,GRN_activates,1,29675814,ZAT6,CYP75B1
AT5G04340,AT5G42800,GRN_activates,1,29675814,ZAT6,DFRA
AT5G04340,AT4G22880,GRN_activates,1,29675814,ZAT6,LDOX
AT5G24030,AT5G46240,GRN_represses,1,27002025,SLAH3,KAT1
AT3G60140,AT3G02040,GRN_regulates,1,33037639,BGLU30,GDPD1
AT4G22920,AT1G34180,GRN_represses,1,26441053,SGR1,anac016
AT1G15520,AT2G38470,GRN_regulates,1,31239392,ABCG40,WRKY33
AT5G38900,ATCG00020,GRN_regulates,1,24684167,,PSBA
AT3G54610,AT1G49430,GRN_regulates,1,27500884,HAG1,LACS2
AT5G28770,AT1G65450,GRN_regulates,1,21844310,BZIP63,
AT1G68520,AT3G01500,GRN_represses,1,38128030,COL6,BCA1
AT1G25440,AT3G01500,GRN_represses,1,38128030,COL16,BCA1
AT4G02590,AT1G09540,GRN_activates,1,34904673,UNE12,MYB61
AT3G08500,AT5G17420,GRN_regulates,1,23726771,MYB83,CESA7
AT3G08500,AT4G18780,GRN_regulates,1,23726771,MYB83,CESA8
AT3G50930,AT3G22370,GRN_regulates,1,18567827,HSR4,AOX1A
AT3G52430,AT3G22370,GRN_regulates,1,18567827,PAD4,AOX1A
AT5G52320,AT5G57800,GRN_regulates,1,38456566,CYP96A4,CER3
AT1G32640,AT2G14610,GRN_activates,1,34596247,MYC2,PR1
AT2G45130,AT5G27200,GRN_represses,1,27181950,SPX3,ACP5
AT2G45130,AT5G03545,GRN_represses,1,27181950,SPX3,AT4
AT4G35100,AT1G09970,GRN_activates,1,34865139,PIP2-7,LRR XI-23
AT3G16770,AT3G26830,GRN_regulates,1,34499162,RAP2-3,CYP71B15
AT3G16770,AT2G30770,GRN_regulates,1,34499162,RAP2-3,CYP71A13
AT3G16770,AT2G38470,GRN_regulates,1,34499162,RAP2-3,WRKY33
AT3G51810,AT2G42540,GRN_activates,1,33836344,EM1,COR15A
AT3G51810,AT1G20440,GRN_activates,1,33836344,EM1,COR47
AT3G51810,AT5G52300,GRN_activates,1,33836344,EM1,LTI65
AT3G51810,AT5G15960,GRN_activates,1,33836344,EM1,KIN1
AT2G30140,AT5G57220,GRN_activates,1,27747895,UGT87A2,CYP81F2
AT2G30140,AT5G62470,GRN_activates,1,27747895,UGT87A2,MYB96
AT2G30140,AT5G05410,GRN_activates,1,27747895,UGT87A2,DREB2A
AT2G30140,AT1G61340,GRN_activates,1,27747895,UGT87A2,
AT2G30140,AT2G35930,GRN_activates,1,27747895,UGT87A2,PUB23
AT4G35450,AT2G14610,GRN_regulates,1,11862948,AKR2,PR1
AT5G47670,AT2G29980,GRN_activates,1,23995083,NFYB6,FAD3
AT1G21970,AT5G47670,GRN_activates,1,23995083,NFYB9,NFYB6
AT1G68050,AT5G24470,GRN_regulates,1,20354196,ADO3,APRR5
AT5G65310,AT3G24650,GRN_represses,1,12678559,ATHB-5,ABI3
AT5G65310,AT2G36270,GRN_represses,1,12678559,ATHB-5,ABI5
AT3G53890,AT2G30950,GRN_regulates,1,29142022,RPS21B,VAR2
AT5G27700,AT2G30950,GRN_regulates,1,29142022,RPS21C,VAR2
AT4G14560,AT3G23030,GRN_represses,1,12472684,IAA1,IAA2
AT1G02205,AT5G07580,GRN_represses,1,29425344,CER1,ERF106
AT1G60810,AT5G07580,GRN_represses,1,29425344,ACLA-2,ERF106
AT2G47240,AT5G07580,GRN_represses,1,29425344,LACS1,ERF106
AT1G49430,AT5G07580,GRN_represses,1,29425344,LACS2,ERF106
AT2G28630,AT5G07580,GRN_represses,1,29425344,KCS12,ERF106
AT2G38470,AT4G35100,GRN_represses,1,31665431,WRKY33,PIP2-7
AT1G68840,AT2G45660,GRN_represses,1,33822231,RAV2,SOC1
AT5G57685,AT5G64900,GRN_represses,1,24450616,GDU3,PEP1
AT4G24470,AT4G34410,GRN_represses,1,31011153,ZIM,ERF109
AT1G32060,AT3G26650,GRN_regulates,1,15533878,PRK,GAPA1
AT1G32060,AT1G42970,GRN_regulates,1,15533878,PRK,GAPB
AT2G20570,AT1G80840,GRN_regulates,1,30723180,GPRI1,WRKY40
AT3G26520,AT5G05410,GRN_regulates,1,29278770,TIP1-2,DREB2A
AT3G12780,AT1G79550,GRN_represses,1,28951489,PGK1,PGK3
AT1G75540,AT5G39860,GRN_represses,1,37847120,BBX21,PRE1
